episode;training_score;evaluation_score;epsilon;training_actions;evaluation_actions;evaluation_observations;evaluation_predictions
0;11;[28.0, 28.0, 28.0, 28.0, 28.0];1;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1];[[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1], [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1], [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1], [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1], [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1]];[[array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.01318217,  0.04748601,  0.00270383], dtype=float32), array([ 0.04301307, -0.20895183,  0.04754008,  0.30998296], dtype=float32), array([ 0.03883403, -0.01453832,  0.05373974,  0.03266368], dtype=float32), array([ 0.03854326, -0.2103881 ,  0.05439302,  0.3418061 ], dtype=float32), array([ 0.0343355 , -0.01608051,  0.06122914,  0.06675946], dtype=float32), array([ 0.03401389, -0.21202444,  0.06256433,  0.3781147 ], dtype=float32), array([ 0.0297734 , -0.01784423,  0.07012662,  0.10579617], dtype=float32), array([ 0.02941652, -0.2138974 ,  0.07224254,  0.41975346], dtype=float32), array([ 0.02513857, -0.01986948,  0.08063761,  0.15069155], dtype=float32), array([ 0.02474118, -0.21604796,  0.08365145,  0.46768484], dtype=float32), array([ 0.02042022, -0.0222013 ,  0.09300514,  0.20249644], dtype=float32), array([ 0.01997619, -0.21852179,  0.09705507,  0.5230086 ], dtype=float32), array([ 0.01560576, -0.0248902 ,  0.10751525,  0.26241753], dtype=float32), array([ 0.01510795, -0.22136948,  0.11276359,  0.58698326], dtype=float32), array([ 0.01068056, -0.02799237,  0.12450325,  0.33184212], dtype=float32), array([ 0.01012072, -0.22464624,  0.1311401 ,  0.6610491 ], dtype=float32), array([ 0.00562779, -0.03156937,  0.14436108,  0.41236535], dtype=float32), array([0.0049964 , 0.16124275, 0.1526084 , 0.16845049], dtype=float32), array([ 0.00822126, -0.03569678,  0.1559774 ,  0.50511944], dtype=float32), array([0.00750732, 0.15692288, 0.16607979, 0.26536915], dtype=float32), array([ 0.01064578, -0.04013193,  0.17138717,  0.6054876 ], dtype=float32), array([0.00984314, 0.15223151, 0.18349692, 0.37131137], dtype=float32), array([0.01288777, 0.34433708, 0.19092315, 0.14163661], dtype=float32), array([0.01977452, 0.14706656, 0.19375588, 0.4879566 ], dtype=float32), array([0.02271585, 0.33900285, 0.20351501, 0.26204792], dtype=float32), array([0.0294959 , 0.5307265 , 0.20875597, 0.03981881], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.01318217,  0.04748601,  0.00270383], dtype=float32), array([ 0.04301307, -0.20895183,  0.04754008,  0.30998296], dtype=float32), array([ 0.03883403, -0.01453832,  0.05373974,  0.03266368], dtype=float32), array([ 0.03854326, -0.2103881 ,  0.05439302,  0.3418061 ], dtype=float32), array([ 0.0343355 , -0.01608051,  0.06122914,  0.06675946], dtype=float32), array([ 0.03401389, -0.21202444,  0.06256433,  0.3781147 ], dtype=float32), array([ 0.0297734 , -0.01784423,  0.07012662,  0.10579617], dtype=float32), array([ 0.02941652, -0.2138974 ,  0.07224254,  0.41975346], dtype=float32), array([ 0.02513857, -0.01986948,  0.08063761,  0.15069155], dtype=float32), array([ 0.02474118, -0.21604796,  0.08365145,  0.46768484], dtype=float32), array([ 0.02042022, -0.0222013 ,  0.09300514,  0.20249644], dtype=float32), array([ 0.01997619, -0.21852179,  0.09705507,  0.5230086 ], dtype=float32), array([ 0.01560576, -0.0248902 ,  0.10751525,  0.26241753], dtype=float32), array([ 0.01510795, -0.22136948,  0.11276359,  0.58698326], dtype=float32), array([ 0.01068056, -0.02799237,  0.12450325,  0.33184212], dtype=float32), array([ 0.01012072, -0.22464624,  0.1311401 ,  0.6610491 ], dtype=float32), array([ 0.00562779, -0.03156937,  0.14436108,  0.41236535], dtype=float32), array([0.0049964 , 0.16124275, 0.1526084 , 0.16845049], dtype=float32), array([ 0.00822126, -0.03569678,  0.1559774 ,  0.50511944], dtype=float32), array([0.00750732, 0.15692288, 0.16607979, 0.26536915], dtype=float32), array([ 0.01064578, -0.04013193,  0.17138717,  0.6054876 ], dtype=float32), array([0.00984314, 0.15223151, 0.18349692, 0.37131137], dtype=float32), array([0.01288777, 0.34433708, 0.19092315, 0.14163661], dtype=float32), array([0.01977452, 0.14706656, 0.19375588, 0.4879566 ], dtype=float32), array([0.02271585, 0.33900285, 0.20351501, 0.26204792], dtype=float32), array([0.0294959 , 0.5307265 , 0.20875597, 0.03981881], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.01318217,  0.04748601,  0.00270383], dtype=float32), array([ 0.04301307, -0.20895183,  0.04754008,  0.30998296], dtype=float32), array([ 0.03883403, -0.01453832,  0.05373974,  0.03266368], dtype=float32), array([ 0.03854326, -0.2103881 ,  0.05439302,  0.3418061 ], dtype=float32), array([ 0.0343355 , -0.01608051,  0.06122914,  0.06675946], dtype=float32), array([ 0.03401389, -0.21202444,  0.06256433,  0.3781147 ], dtype=float32), array([ 0.0297734 , -0.01784423,  0.07012662,  0.10579617], dtype=float32), array([ 0.02941652, -0.2138974 ,  0.07224254,  0.41975346], dtype=float32), array([ 0.02513857, -0.01986948,  0.08063761,  0.15069155], dtype=float32), array([ 0.02474118, -0.21604796,  0.08365145,  0.46768484], dtype=float32), array([ 0.02042022, -0.0222013 ,  0.09300514,  0.20249644], dtype=float32), array([ 0.01997619, -0.21852179,  0.09705507,  0.5230086 ], dtype=float32), array([ 0.01560576, -0.0248902 ,  0.10751525,  0.26241753], dtype=float32), array([ 0.01510795, -0.22136948,  0.11276359,  0.58698326], dtype=float32), array([ 0.01068056, -0.02799237,  0.12450325,  0.33184212], dtype=float32), array([ 0.01012072, -0.22464624,  0.1311401 ,  0.6610491 ], dtype=float32), array([ 0.00562779, -0.03156937,  0.14436108,  0.41236535], dtype=float32), array([0.0049964 , 0.16124275, 0.1526084 , 0.16845049], dtype=float32), array([ 0.00822126, -0.03569678,  0.1559774 ,  0.50511944], dtype=float32), array([0.00750732, 0.15692288, 0.16607979, 0.26536915], dtype=float32), array([ 0.01064578, -0.04013193,  0.17138717,  0.6054876 ], dtype=float32), array([0.00984314, 0.15223151, 0.18349692, 0.37131137], dtype=float32), array([0.01288777, 0.34433708, 0.19092315, 0.14163661], dtype=float32), array([0.01977452, 0.14706656, 0.19375588, 0.4879566 ], dtype=float32), array([0.02271585, 0.33900285, 0.20351501, 0.26204792], dtype=float32), array([0.0294959 , 0.5307265 , 0.20875597, 0.03981881], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.01318217,  0.04748601,  0.00270383], dtype=float32), array([ 0.04301307, -0.20895183,  0.04754008,  0.30998296], dtype=float32), array([ 0.03883403, -0.01453832,  0.05373974,  0.03266368], dtype=float32), array([ 0.03854326, -0.2103881 ,  0.05439302,  0.3418061 ], dtype=float32), array([ 0.0343355 , -0.01608051,  0.06122914,  0.06675946], dtype=float32), array([ 0.03401389, -0.21202444,  0.06256433,  0.3781147 ], dtype=float32), array([ 0.0297734 , -0.01784423,  0.07012662,  0.10579617], dtype=float32), array([ 0.02941652, -0.2138974 ,  0.07224254,  0.41975346], dtype=float32), array([ 0.02513857, -0.01986948,  0.08063761,  0.15069155], dtype=float32), array([ 0.02474118, -0.21604796,  0.08365145,  0.46768484], dtype=float32), array([ 0.02042022, -0.0222013 ,  0.09300514,  0.20249644], dtype=float32), array([ 0.01997619, -0.21852179,  0.09705507,  0.5230086 ], dtype=float32), array([ 0.01560576, -0.0248902 ,  0.10751525,  0.26241753], dtype=float32), array([ 0.01510795, -0.22136948,  0.11276359,  0.58698326], dtype=float32), array([ 0.01068056, -0.02799237,  0.12450325,  0.33184212], dtype=float32), array([ 0.01012072, -0.22464624,  0.1311401 ,  0.6610491 ], dtype=float32), array([ 0.00562779, -0.03156937,  0.14436108,  0.41236535], dtype=float32), array([0.0049964 , 0.16124275, 0.1526084 , 0.16845049], dtype=float32), array([ 0.00822126, -0.03569678,  0.1559774 ,  0.50511944], dtype=float32), array([0.00750732, 0.15692288, 0.16607979, 0.26536915], dtype=float32), array([ 0.01064578, -0.04013193,  0.17138717,  0.6054876 ], dtype=float32), array([0.00984314, 0.15223151, 0.18349692, 0.37131137], dtype=float32), array([0.01288777, 0.34433708, 0.19092315, 0.14163661], dtype=float32), array([0.01977452, 0.14706656, 0.19375588, 0.4879566 ], dtype=float32), array([0.02271585, 0.33900285, 0.20351501, 0.26204792], dtype=float32), array([0.0294959 , 0.5307265 , 0.20875597, 0.03981881], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.01318217,  0.04748601,  0.00270383], dtype=float32), array([ 0.04301307, -0.20895183,  0.04754008,  0.30998296], dtype=float32), array([ 0.03883403, -0.01453832,  0.05373974,  0.03266368], dtype=float32), array([ 0.03854326, -0.2103881 ,  0.05439302,  0.3418061 ], dtype=float32), array([ 0.0343355 , -0.01608051,  0.06122914,  0.06675946], dtype=float32), array([ 0.03401389, -0.21202444,  0.06256433,  0.3781147 ], dtype=float32), array([ 0.0297734 , -0.01784423,  0.07012662,  0.10579617], dtype=float32), array([ 0.02941652, -0.2138974 ,  0.07224254,  0.41975346], dtype=float32), array([ 0.02513857, -0.01986948,  0.08063761,  0.15069155], dtype=float32), array([ 0.02474118, -0.21604796,  0.08365145,  0.46768484], dtype=float32), array([ 0.02042022, -0.0222013 ,  0.09300514,  0.20249644], dtype=float32), array([ 0.01997619, -0.21852179,  0.09705507,  0.5230086 ], dtype=float32), array([ 0.01560576, -0.0248902 ,  0.10751525,  0.26241753], dtype=float32), array([ 0.01510795, -0.22136948,  0.11276359,  0.58698326], dtype=float32), array([ 0.01068056, -0.02799237,  0.12450325,  0.33184212], dtype=float32), array([ 0.01012072, -0.22464624,  0.1311401 ,  0.6610491 ], dtype=float32), array([ 0.00562779, -0.03156937,  0.14436108,  0.41236535], dtype=float32), array([0.0049964 , 0.16124275, 0.1526084 , 0.16845049], dtype=float32), array([ 0.00822126, -0.03569678,  0.1559774 ,  0.50511944], dtype=float32), array([0.00750732, 0.15692288, 0.16607979, 0.26536915], dtype=float32), array([ 0.01064578, -0.04013193,  0.17138717,  0.6054876 ], dtype=float32), array([0.00984314, 0.15223151, 0.18349692, 0.37131137], dtype=float32), array([0.01288777, 0.34433708, 0.19092315, 0.14163661], dtype=float32), array([0.01977452, 0.14706656, 0.19375588, 0.4879566 ], dtype=float32), array([0.02271585, 0.33900285, 0.20351501, 0.26204792], dtype=float32), array([0.0294959 , 0.5307265 , 0.20875597, 0.03981881], dtype=float32)]];[[array([ 0.19494565, -0.05403265], dtype=float32)], [array([ 0.19494565, -0.05403265], dtype=float32)], [array([ 0.19494565, -0.05403265], dtype=float32)], [array([ 0.19494565, -0.05403265], dtype=float32)], [array([ 0.19494565, -0.05403265], dtype=float32)]]
1;24;[11.0, 11.0, 11.0, 11.0, 11.0];0.92;[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1];[[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]];[[array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.21071391,  0.07785597,  0.3495115 ], dtype=float32), array([ 0.01871863, -0.40685183,  0.08484621,  0.6656937 ], dtype=float32), array([ 0.01058159, -0.60304505,  0.09816007,  0.98383975], dtype=float32), array([-0.00147931, -0.79933524,  0.11783687,  1.3056704 ], dtype=float32), array([-0.01746602, -0.9957374 ,  0.14395028,  1.6327945 ], dtype=float32), array([-0.03738076, -1.1922264 ,  0.17660618,  1.966655  ], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.21071391,  0.07785597,  0.3495115 ], dtype=float32), array([ 0.01871863, -0.40685183,  0.08484621,  0.6656937 ], dtype=float32), array([ 0.01058159, -0.60304505,  0.09816007,  0.98383975], dtype=float32), array([-0.00147931, -0.79933524,  0.11783687,  1.3056704 ], dtype=float32), array([-0.01746602, -0.9957374 ,  0.14395028,  1.6327945 ], dtype=float32), array([-0.03738076, -1.1922264 ,  0.17660618,  1.966655  ], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.21071391,  0.07785597,  0.3495115 ], dtype=float32), array([ 0.01871863, -0.40685183,  0.08484621,  0.6656937 ], dtype=float32), array([ 0.01058159, -0.60304505,  0.09816007,  0.98383975], dtype=float32), array([-0.00147931, -0.79933524,  0.11783687,  1.3056704 ], dtype=float32), array([-0.01746602, -0.9957374 ,  0.14395028,  1.6327945 ], dtype=float32), array([-0.03738076, -1.1922264 ,  0.17660618,  1.966655  ], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.21071391,  0.07785597,  0.3495115 ], dtype=float32), array([ 0.01871863, -0.40685183,  0.08484621,  0.6656937 ], dtype=float32), array([ 0.01058159, -0.60304505,  0.09816007,  0.98383975], dtype=float32), array([-0.00147931, -0.79933524,  0.11783687,  1.3056704 ], dtype=float32), array([-0.01746602, -0.9957374 ,  0.14395028,  1.6327945 ], dtype=float32), array([-0.03738076, -1.1922264 ,  0.17660618,  1.966655  ], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.21071391,  0.07785597,  0.3495115 ], dtype=float32), array([ 0.01871863, -0.40685183,  0.08484621,  0.6656937 ], dtype=float32), array([ 0.01058159, -0.60304505,  0.09816007,  0.98383975], dtype=float32), array([-0.00147931, -0.79933524,  0.11783687,  1.3056704 ], dtype=float32), array([-0.01746602, -0.9957374 ,  0.14395028,  1.6327945 ], dtype=float32), array([-0.03738076, -1.1922264 ,  0.17660618,  1.966655  ], dtype=float32)]];[[array([1.0090432, 0.6526583], dtype=float32)], [array([1.0090432, 0.6526583], dtype=float32)], [array([1.0090432, 0.6526583], dtype=float32)], [array([1.0090432, 0.6526583], dtype=float32)], [array([1.0090432, 0.6526583], dtype=float32)]]
2;11;[11.0, 11.0, 11.0, 11.0, 11.0];0.87;[1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0];[[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]];[[array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.21071391,  0.07785597,  0.3495115 ], dtype=float32), array([ 0.01871863, -0.40685183,  0.08484621,  0.6656937 ], dtype=float32), array([ 0.01058159, -0.60304505,  0.09816007,  0.98383975], dtype=float32), array([-0.00147931, -0.79933524,  0.11783687,  1.3056704 ], dtype=float32), array([-0.01746602, -0.9957374 ,  0.14395028,  1.6327945 ], dtype=float32), array([-0.03738076, -1.1922264 ,  0.17660618,  1.966655  ], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.21071391,  0.07785597,  0.3495115 ], dtype=float32), array([ 0.01871863, -0.40685183,  0.08484621,  0.6656937 ], dtype=float32), array([ 0.01058159, -0.60304505,  0.09816007,  0.98383975], dtype=float32), array([-0.00147931, -0.79933524,  0.11783687,  1.3056704 ], dtype=float32), array([-0.01746602, -0.9957374 ,  0.14395028,  1.6327945 ], dtype=float32), array([-0.03738076, -1.1922264 ,  0.17660618,  1.966655  ], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.21071391,  0.07785597,  0.3495115 ], dtype=float32), array([ 0.01871863, -0.40685183,  0.08484621,  0.6656937 ], dtype=float32), array([ 0.01058159, -0.60304505,  0.09816007,  0.98383975], dtype=float32), array([-0.00147931, -0.79933524,  0.11783687,  1.3056704 ], dtype=float32), array([-0.01746602, -0.9957374 ,  0.14395028,  1.6327945 ], dtype=float32), array([-0.03738076, -1.1922264 ,  0.17660618,  1.966655  ], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.21071391,  0.07785597,  0.3495115 ], dtype=float32), array([ 0.01871863, -0.40685183,  0.08484621,  0.6656937 ], dtype=float32), array([ 0.01058159, -0.60304505,  0.09816007,  0.98383975], dtype=float32), array([-0.00147931, -0.79933524,  0.11783687,  1.3056704 ], dtype=float32), array([-0.01746602, -0.9957374 ,  0.14395028,  1.6327945 ], dtype=float32), array([-0.03738076, -1.1922264 ,  0.17660618,  1.966655  ], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.21071391,  0.07785597,  0.3495115 ], dtype=float32), array([ 0.01871863, -0.40685183,  0.08484621,  0.6656937 ], dtype=float32), array([ 0.01058159, -0.60304505,  0.09816007,  0.98383975], dtype=float32), array([-0.00147931, -0.79933524,  0.11783687,  1.3056704 ], dtype=float32), array([-0.01746602, -0.9957374 ,  0.14395028,  1.6327945 ], dtype=float32), array([-0.03738076, -1.1922264 ,  0.17660618,  1.966655  ], dtype=float32)]];[[array([1.4505261, 1.0294392], dtype=float32)], [array([1.4505261, 1.0294392], dtype=float32)], [array([1.4505261, 1.0294392], dtype=float32)], [array([1.4505261, 1.0294392], dtype=float32)], [array([1.4505261, 1.0294392], dtype=float32)]]
3;12;[10.0, 10.0, 10.0, 10.0, 10.0];0.83;[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0]];[[array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.60083574,  0.07785597,  0.9334418 ], dtype=float32), array([ 0.01091619, -0.79691684,  0.0965248 ,  1.249539  ], dtype=float32), array([-0.00502215, -0.9931344 ,  0.12151559,  1.5708295 ], dtype=float32), array([-0.02488483, -1.189479  ,  0.15293218,  1.8988124 ], dtype=float32), array([-0.04867442, -1.3858908 ,  0.19090843,  2.2347786 ], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.60083574,  0.07785597,  0.9334418 ], dtype=float32), array([ 0.01091619, -0.79691684,  0.0965248 ,  1.249539  ], dtype=float32), array([-0.00502215, -0.9931344 ,  0.12151559,  1.5708295 ], dtype=float32), array([-0.02488483, -1.189479  ,  0.15293218,  1.8988124 ], dtype=float32), array([-0.04867442, -1.3858908 ,  0.19090843,  2.2347786 ], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.60083574,  0.07785597,  0.9334418 ], dtype=float32), array([ 0.01091619, -0.79691684,  0.0965248 ,  1.249539  ], dtype=float32), array([-0.00502215, -0.9931344 ,  0.12151559,  1.5708295 ], dtype=float32), array([-0.02488483, -1.189479  ,  0.15293218,  1.8988124 ], dtype=float32), array([-0.04867442, -1.3858908 ,  0.19090843,  2.2347786 ], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.60083574,  0.07785597,  0.9334418 ], dtype=float32), array([ 0.01091619, -0.79691684,  0.0965248 ,  1.249539  ], dtype=float32), array([-0.00502215, -0.9931344 ,  0.12151559,  1.5708295 ], dtype=float32), array([-0.02488483, -1.189479  ,  0.15293218,  1.8988124 ], dtype=float32), array([-0.04867442, -1.3858908 ,  0.19090843,  2.2347786 ], dtype=float32)], [array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037, -0.207683  ,  0.04184801,  0.28189993], dtype=float32), array([ 0.04327671, -0.4033761 ,  0.04748601,  0.58748233], dtype=float32), array([ 0.03520919, -0.2089502 ,  0.05923565,  0.31012788], dtype=float32), array([ 0.03103018, -0.4048639 ,  0.06543821,  0.6208881 ], dtype=float32), array([ 0.0229329 , -0.60083574,  0.07785597,  0.9334418 ], dtype=float32), array([ 0.01091619, -0.79691684,  0.0965248 ,  1.249539  ], dtype=float32), array([-0.00502215, -0.9931344 ,  0.12151559,  1.5708295 ], dtype=float32), array([-0.02488483, -1.189479  ,  0.15293218,  1.8988124 ], dtype=float32), array([-0.04867442, -1.3858908 ,  0.19090843,  2.2347786 ], dtype=float32)]];[[array([1.9041572, 1.4230217], dtype=float32)], [array([1.9041572, 1.4230217], dtype=float32)], [array([1.9041572, 1.4230217], dtype=float32)], [array([1.9041572, 1.4230217], dtype=float32)], [array([1.9041572, 1.4230217], dtype=float32)]]
