episode;training_score;evaluation_score;epsilon;training_actions;evaluation_actions;evaluation_observations;evaluation_predictions
0;37;[268.0, 268.0, 268.0, 268.0, 268.0];0.91;[1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0];[[1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]];[[array([ 0.04766998, -0.01198043,  0.04232462, -0.02383076], dtype=float32), array([ 0.04743037,  0.1825098 ,  0.04184801, -0.30286512], dtype=float32), array([ 0.05108057, -0.01318281,  0.03579071,  0.00271654], dtype=float32), array([ 0.05081691,  0.18140806,  0.03584504, -0.27846262], dtype=float32), array([ 0.05444507,  0.3760008 ,  0.03027578, -0.55962807], dtype=float32), array([ 0.06196509,  0.18046728,  0.01908322, -0.25756246], dtype=float32), array([ 0.06557443,  0.37531167,  0.01393197, -0.5441657 ], dtype=float32), array([ 0.07308067,  0.17999673,  0.00304866, -0.24712585], dtype=float32), array([ 0.0766806 ,  0.375075  , -0.00189386, -0.5388456 ], dtype=float32), array([ 0.0841821 ,  0.17997973, -0.01267077, -0.24676001], dtype=float32), array([ 0.08778169,  0.37528032, -0.01760597, -0.5434125 ], dtype=float32), array([ 0.0952873 ,  0.18041018, -0.02847422, -0.25632843], dtype=float32), array([ 0.09889551,  0.37592685, -0.03360079, -0.55785483], dtype=float32), array([ 0.10641404,  0.18129228, -0.04475788, -0.2759446 ], dtype=float32), array([ 0.11003988,  0.37702328, -0.05027677, -0.58240145], dtype=float32), array([ 0.11758035,  0.18264045, -0.0619248 , -0.30597082], dtype=float32), array([ 0.12123316,  0.37858766, -0.06804422, -0.61752254], dtype=float32), array([ 0.1288049 ,  0.18447892, -0.08039467, -0.34702277], dtype=float32), array([ 0.1324945 , -0.00941295, -0.08733512, -0.08073492], dtype=float32), array([ 0.13230623, -0.20318143, -0.08894983,  0.18316615], dtype=float32), array([ 0.1282426 , -0.39692548, -0.08528651,  0.44651648], dtype=float32), array([ 0.12030409, -0.20070706, -0.07635617,  0.12821482], dtype=float32), array([ 0.11628995, -0.39465684, -0.07379188,  0.39586493], dtype=float32), array([ 0.10839681, -0.19856972, -0.06587458,  0.08085953], dtype=float32), array([ 0.10442542, -0.3926885 , -0.06425739,  0.35205308], dtype=float32), array([ 0.09657165, -0.5868406 , -0.05721633,  0.6238016 ], dtype=float32), array([ 0.08483484, -0.3909685 , -0.04474029,  0.3136617 ], dtype=float32), array([ 0.07701547, -0.5854255 , -0.03846706,  0.5919061 ], dtype=float32), array([ 0.06530696, -0.38978675, -0.02662894,  0.28735846], dtype=float32), array([ 0.05751123, -0.584519  , -0.02088177,  0.57152534], dtype=float32), array([ 0.04582084, -0.38911057, -0.00945126,  0.2723378 ], dtype=float32), array([ 0.03803863, -0.19385503, -0.00400451, -0.02331106], dtype=float32), array([ 0.03416153, -0.38891932, -0.00447073,  0.26810572], dtype=float32), array([ 0.02638314, -0.19373386,  0.00089139, -0.02598395], dtype=float32), array([ 2.2508467e-02, -3.8886857e-01,  3.7170717e-04,  2.6698008e-01],
      dtype=float32), array([ 0.0147311 , -0.19375195,  0.00571131, -0.02558558], dtype=float32), array([ 0.01085606, -0.38895532,  0.0051996 ,  0.26889384], dtype=float32), array([ 0.00307695, -0.19390796,  0.01057747, -0.02214457], dtype=float32), array([-0.00080121, -0.38918   ,  0.01013458,  0.27385682], dtype=float32), array([-0.00858481, -0.1942041 ,  0.01561172, -0.01561249], dtype=float32), array([-0.01246889,  0.00069052,  0.01529947, -0.30332914], dtype=float32), array([-0.01245508, -0.1946461 ,  0.00923289, -0.00586064], dtype=float32), array([-0.016348  ,  0.00034223,  0.00911567, -0.29561624], dtype=float32), array([-1.6341157e-02, -1.9490848e-01,  3.2033490e-03, -7.2367089e-05],
      dtype=float32), array([-2.0239327e-02,  1.6738308e-04,  3.2019017e-03, -2.9174289e-01],
      dtype=float32), array([-0.02023598, -0.19500008, -0.00263296,  0.00194817], dtype=float32), array([-2.4135981e-02,  1.5953700e-04, -2.5939927e-03, -2.9156432e-01],
      dtype=float32), array([-0.02413279, -0.19492534, -0.00842528,  0.00029936], dtype=float32), array([-0.0280313 ,  0.00031643, -0.00841929, -0.29502988], dtype=float32), array([-0.02802497, -0.19468449, -0.01431989, -0.00501413], dtype=float32), array([-0.03191866, -0.38959816, -0.01442017,  0.28311652], dtype=float32), array([-0.03971062, -0.19427355, -0.00875784, -0.01407935], dtype=float32), array([-0.04359609,  0.00097291, -0.00903943, -0.30951256], dtype=float32), array([-0.04357664, -0.1940191 , -0.01522968, -0.01969407], dtype=float32), array([-0.04745702,  0.00131792, -0.01562356, -0.31714296], dtype=float32), array([-0.04743066, -0.19357805, -0.02196642, -0.02942781], dtype=float32), array([-0.05130222, -0.38837823, -0.02255498,  0.25624433], dtype=float32), array([-0.05906978, -0.19294162, -0.01743009, -0.0434666 ], dtype=float32), array([-0.06292862,  0.00242587, -0.01829942, -0.34159753], dtype=float32), array([-0.0628801 , -0.192431  , -0.02513137, -0.05474087], dtype=float32), array([-0.06672872,  0.00304211, -0.02622619, -0.3552458 ], dtype=float32), array([-0.06666788, -0.19169733, -0.03333111, -0.07094672], dtype=float32), array([-0.07050183,  0.00388624, -0.03475004, -0.37395665], dtype=float32), array([-0.07042409, -0.1907253 , -0.04222917, -0.09243003], dtype=float32), array([-0.07423861,  0.00497568, -0.04407777, -0.3981315 ], dtype=float32), array([-0.07413909, -0.18949413, -0.0520404 , -0.11966475], dtype=float32), array([-0.07792898,  0.00633331, -0.0544337 , -0.42830122], dtype=float32), array([-0.07780231, -0.18797718, -0.06299973, -0.15326281], dtype=float32), array([-0.08156185, -0.38214314, -0.06606498,  0.11889867], dtype=float32), array([-0.08920471, -0.5762594 , -0.063687  ,  0.39002886], dtype=float32), array([-0.1007299 , -0.77042234, -0.05588643,  0.6619715 ], dtype=float32), array([-0.11613835, -0.57456917, -0.042647  ,  0.35222834], dtype=float32), array([-0.12762973, -0.76905954, -0.03560243,  0.63116425], dtype=float32), array([-0.14301091, -0.5734594 , -0.02297915,  0.32748502], dtype=float32), array([-0.15448011, -0.76824677, -0.01642944,  0.61283374], dtype=float32), array([-0.16984504, -0.5728991 , -0.00417277,  0.31502172], dtype=float32), array([-0.18130302, -0.37771797,  0.00212766,  0.02102578], dtype=float32), array([-0.18885739, -0.5728704 ,  0.00254818,  0.31437925], dtype=float32), array([-0.20031479, -0.37778482,  0.00883576,  0.02250103], dtype=float32), array([-0.20787048, -0.18279068,  0.00928579, -0.26738107], dtype=float32), array([-0.2115263 , -0.37804392,  0.00393816,  0.02821614], dtype=float32), array([-0.21908718, -0.18297866,  0.00450249, -0.26322165], dtype=float32), array([-0.22274676, -0.3781646 , -0.00076195,  0.03087799], dtype=float32), array([-2.3031004e-01, -1.8303172e-01, -1.4438688e-04, -2.6204523e-01],
      dtype=float32), array([-0.23397067, -0.3781516 , -0.00538529,  0.03059214], dtype=float32), array([-0.24153371, -0.18295284, -0.00477345, -0.26378503], dtype=float32), array([-0.24519277, -0.37800634, -0.01004915,  0.02738849], dtype=float32), array([-0.2527529 , -0.18274173, -0.00950138, -0.26844802], dtype=float32), array([-0.25640774, -0.3777268 , -0.01487034,  0.02122301], dtype=float32), array([-0.26396227, -0.18239479, -0.01444588, -0.27611434], dtype=float32), array([-0.26761016, -0.37730768, -0.01996817,  0.01197757], dtype=float32), array([-0.27515632, -0.18190515, -0.01972862, -0.28693807], dtype=float32), array([-0.2787944 , -0.37674028, -0.02546738, -0.00054208], dtype=float32), array([-0.2863292 , -0.18126251, -0.02547822, -0.30115023], dtype=float32), array([-0.28995448, -0.37601224, -0.03150122, -0.01661025], dtype=float32), array([-0.2974747 , -0.180453  , -0.03183343, -0.3190634 ], dtype=float32), array([-0.30108377, -0.37510747, -0.03821469, -0.03658708], dtype=float32), array([-0.30858594, -0.17945893, -0.03894644, -0.34107798], dtype=float32), array([-0.3121751 , -0.37400573, -0.045768  , -0.06092643], dtype=float32), array([-0.3196552 , -0.17825848, -0.04698652, -0.36769095], dtype=float32), array([-0.3232204 , -0.37268236, -0.05434034, -0.09018593], dtype=float32), array([-0.33067405, -0.17682534, -0.05614406, -0.39950603], dtype=float32), array([-0.33421054, -0.37110776, -0.06413418, -0.12503926], dtype=float32), array([-0.3416327 , -0.17512845, -0.06663497, -0.4372464 ], dtype=float32), array([-0.34513527, -0.36924702, -0.0753799 , -0.16629094], dtype=float32), array([-0.3525202 , -0.5632135 , -0.07870571,  0.10169192], dtype=float32), array([-0.3637845 , -0.7571245 , -0.07667188,  0.36854228], dtype=float32), array([-0.37892696, -0.95107806, -0.06930103,  0.63609844], dtype=float32), array([-0.39794853, -0.7550615 , -0.05657906,  0.32242122], dtype=float32), array([-0.41304976, -0.949334  , -0.05013064,  0.59673834], dtype=float32), array([-0.43203643, -0.7535477 , -0.03819587,  0.28869557], dtype=float32), array([-0.4471074 , -0.94810474, -0.03242196,  0.56909144], dtype=float32), array([-0.4660695 , -0.75254345, -0.02104013,  0.26637322], dtype=float32), array([-0.48112035, -0.5571276 , -0.01571267, -0.03287098], dtype=float32), array([-0.4922629 , -0.3617839 , -0.01637009, -0.3304697 ], dtype=float32), array([-0.49949858, -0.55666906, -0.02297948, -0.04299375], dtype=float32), array([-0.510632  , -0.36122525, -0.02383936, -0.34283742], dtype=float32), array([-0.5178565 , -0.55600005, -0.03069611, -0.05776631], dtype=float32), array([-0.5289765 , -0.36045173, -0.03185143, -0.35997385], dtype=float32), array([-0.5361855 , -0.55510676, -0.03905091, -0.07750212], dtype=float32), array([-0.54728764, -0.3594474 , -0.04060095, -0.38224548], dtype=float32), array([-0.5544766 , -0.55397004, -0.04824586, -0.10263537], dtype=float32), array([-0.565556  , -0.35819107, -0.05029857, -0.4101409 ], dtype=float32), array([-0.5727198 , -0.55256516, -0.05850139, -0.13373002], dtype=float32), array([-0.5837711 , -0.35665616, -0.06117599, -0.44428042], dtype=float32), array([-0.59090424, -0.5508616 , -0.07006159, -0.17149171], dtype=float32), array([-0.6019215 , -0.7449145 , -0.07349143,  0.09829222], dtype=float32), array([-0.61681974, -0.9389104 , -0.07152558,  0.36691362], dtype=float32), array([-0.63559794, -1.132947  , -0.06418731,  0.63621366], dtype=float32), array([-0.6582569 , -1.3271178 , -0.05146304,  0.908012  ], dtype=float32), array([-0.68479925, -1.1313384 , -0.0333028 ,  0.5996082 ], dtype=float32), array([-0.707426  , -0.9357667 , -0.02131064,  0.29662412], dtype=float32), array([-0.7261414 , -0.7403475 , -0.01537815, -0.00270291], dtype=float32), array([-0.7409483 , -0.5450084 , -0.01543221, -0.3001979 ], dtype=float32), array([-0.75184846, -0.7399071 , -0.02143617, -0.01242165], dtype=float32), array([-0.7666466, -0.5444844, -0.0216846, -0.3117901], dtype=float32), array([-0.77753633, -0.7392908 , -0.02792041, -0.02602397], dtype=float32), array([-0.79232216, -0.93400145, -0.02844089,  0.25772065], dtype=float32), array([-0.81100214, -0.7384852 , -0.02328647, -0.04379555], dtype=float32), array([-0.82577187, -0.9332656 , -0.02416238,  0.24145028], dtype=float32), array([-0.8444372 , -0.73780704, -0.01933338, -0.05875512], dtype=float32), array([-0.8591933 , -0.9326465 , -0.02050848,  0.22776583], dtype=float32), array([-0.87784624, -0.7372376 , -0.01595316, -0.07131501], dtype=float32), array([-0.892591  , -0.93212724, -0.01737946,  0.21629223], dtype=float32), array([-0.91123354, -1.1269965 , -0.01305362,  0.50344265], dtype=float32), array([-0.93377346, -0.931693  , -0.00298477,  0.20667474], dtype=float32), array([-0.95240736, -1.1267722 ,  0.00114873,  0.49841464], dtype=float32), array([-0.9749428 , -0.93166643,  0.01111702,  0.20609394], dtype=float32), array([-0.9935761, -1.1269455,  0.0152389,  0.5022629], dtype=float32), array([-1.0161151 , -0.9320417 ,  0.02528416,  0.2144211 ], dtype=float32), array([-1.0347558 , -1.1275158 ,  0.02957258,  0.5149713 ], dtype=float32), array([-1.0573062 , -0.9328225 ,  0.03987201,  0.23175217], dtype=float32), array([-1.0759627 , -0.73829234,  0.04450705, -0.04809196], dtype=float32), array([-1.0907285 , -0.93402326,  0.04354521,  0.2582945 ], dtype=float32), array([-1.109409  , -0.73954916,  0.0487111 , -0.02034191], dtype=float32), array([-1.1241999 , -0.9353346 ,  0.04830426,  0.28730333], dtype=float32), array([-1.1429065 , -0.7409336 ,  0.05405033,  0.01023789], dtype=float32), array([-1.1577253 , -0.93678737,  0.05425509,  0.31947258], dtype=float32), array([-1.176461  , -0.74247843,  0.06064454,  0.04438117], dtype=float32), array([-1.1913106 , -0.93841517,  0.06153216,  0.3555646 ], dtype=float32), array([-1.210079  , -0.7442196 ,  0.06864345,  0.08290157], dtype=float32), array([-1.2249633 , -0.940255  ,  0.07030149,  0.39642745], dtype=float32), array([-1.2437683 , -0.7461972 ,  0.07823003,  0.12671146], dtype=float32), array([-1.2586924 , -0.9423477 ,  0.08076426,  0.44301343], dtype=float32), array([-1.2775393 , -0.7484559 ,  0.08962453,  0.17684262], dtype=float32), array([-1.2925084 , -0.5547232 ,  0.09316138, -0.08627565], dtype=float32), array([-1.3036028 , -0.7510485 ,  0.09143587,  0.23428515], dtype=float32), array([-1.3186239 , -0.5573439 ,  0.09612157, -0.02821336], dtype=float32), array([-1.3297707 , -0.3637224 ,  0.09555731, -0.28908867], dtype=float32), array([-1.3370452 , -0.5600679 ,  0.08977553,  0.03213705], dtype=float32), array([-1.3482466 , -0.3663404 ,  0.09041827, -0.23092538], dtype=float32), array([-1.3555733 , -0.172619  ,  0.08579977, -0.4937737 ], dtype=float32), array([-1.3590257 , -0.3688396 ,  0.07592429, -0.17533132], dtype=float32), array([-1.3664025 , -0.1748817 ,  0.07241767, -0.44312972], dtype=float32), array([-1.3699001 ,  0.01914484,  0.06355507, -0.71213454], dtype=float32), array([-1.3695172 , -0.17679687,  0.04931238, -0.40014273], dtype=float32), array([-1.3730532 ,  0.01759215,  0.04130953, -0.6768798 ], dtype=float32), array([-1.3727013 , -0.17807868,  0.02777193, -0.37148243], dtype=float32), array([-1.3762629 ,  0.01663793,  0.02034228, -0.6552808 ], dtype=float32), array([-1.3759302 , -0.17876124,  0.00723666, -0.3562625 ], dtype=float32), array([-1.37950540e+00,  1.62570775e-02,  1.11414585e-04, -6.46654785e-01],
      dtype=float32), array([-1.3791802 , -0.17886643, -0.01282168, -0.35393676], dtype=float32), array([-1.3827575 ,  0.01643547, -0.01990042, -0.650635  ], dtype=float32), array([-1.3824289 , -0.17840374, -0.03291311, -0.3642844 ], dtype=float32), array([-1.3859969 , -0.37304282, -0.0401988 , -0.08215856], dtype=float32), array([-1.3934578 , -0.17736839, -0.04184197, -0.3872484 ], dtype=float32), array([-1.3970052 , -0.3718722 , -0.04958694, -0.108046  ], dtype=float32), array([-1.4044425 , -0.5662498 , -0.05174786,  0.1685894 ], dtype=float32), array([-1.4157676 , -0.7605943 , -0.04837607,  0.44450888], dtype=float32), array([-1.4309795 , -0.56482244, -0.0394859 ,  0.13697766], dtype=float32), array([-1.4422759 , -0.7593573 , -0.03674634,  0.41694656], dtype=float32), array([-1.457463  , -0.56373435, -0.02840741,  0.11290927], dtype=float32), array([-1.4687377 , -0.75843793, -0.02614923,  0.39649624], dtype=float32), array([-1.4839065 , -0.56295496, -0.0182193 ,  0.09568495], dtype=float32), array([-1.4951656 , -0.75781107, -0.0163056 ,  0.38256449], dtype=float32), array([-1.5103219 , -0.56246144, -0.00865431,  0.08478536], dtype=float32), array([-1.521571  , -0.75745827, -0.00695861,  0.3747253 ], dtype=float32), array([-1.5367203e+00, -5.6223822e-01,  5.3590070e-04,  7.9856455e-02],
      dtype=float32), array([-1.547965  , -0.75736785,  0.00213303,  0.3727084 ], dtype=float32), array([-1.5631124 , -0.56227624,  0.0095872 ,  0.08069881], dtype=float32), array([-1.5743579 , -0.36729303,  0.01120117, -0.20894398], dtype=float32), array([-1.5817038 , -0.17233302,  0.00702229, -0.49807256], dtype=float32), array([-1.5851504 , -0.36755326, -0.00293916, -0.20318487], dtype=float32), array([-1.5925015 , -0.17238942, -0.00700285, -0.4967935 ], dtype=float32), array([-1.5959493 , -0.3674119 , -0.01693873, -0.20632574], dtype=float32), array([-1.6032975 , -0.17205189, -0.02106524, -0.5043035 ], dtype=float32), array([-1.6067386 , -0.36687073, -0.03115131, -0.2183328 ], dtype=float32), array([-1.6140759 , -0.17131764, -0.03551796, -0.5206771 ], dtype=float32), array([-1.6175023 , -0.3659221 , -0.04593151, -0.23939465], dtype=float32), array([-1.6248207 , -0.17017509, -0.0507194 , -0.54620457], dtype=float32), array([-1.6282243 , -0.3645491 , -0.06164349, -0.2699236 ], dtype=float32), array([-1.6355152 , -0.55873966, -0.06704196,  0.0026973 ], dtype=float32), array([-1.64669   , -0.75283927, -0.06698802,  0.27349707], dtype=float32), array([-1.6617469 , -0.94694465, -0.06151808,  0.5443224 ], dtype=float32), array([-1.6806856 , -0.75101465, -0.05063163,  0.23290834], dtype=float32), array([-1.695706  , -0.94537795, -0.04597346,  0.50920033], dtype=float32), array([-1.7146136 , -0.74963945, -0.03578946,  0.20239143], dtype=float32), array([-1.7296064 , -0.9442318 , -0.03174163,  0.48357314], dtype=float32), array([-1.7484909 , -0.7486766 , -0.02207017,  0.18105759], dtype=float32), array([-1.7634645 , -0.94347584, -0.01844901,  0.46669728], dtype=float32), array([-1.782334  , -0.7480982 , -0.00911507,  0.16825691], dtype=float32), array([-1.7972959 , -0.9430885 , -0.00574993,  0.45805043], dtype=float32), array([-1.8161577 , -0.7478857 ,  0.00341108,  0.16356064], dtype=float32), array([-1.8311155 , -0.94305634,  0.00668229,  0.45731774], dtype=float32), array([-1.8499765 , -0.7480295 ,  0.01582865,  0.16674857], dtype=float32), array([-1.8649372 , -0.9433744 ,  0.01916362,  0.46438265], dtype=float32), array([-1.8838047 , -0.7485284 ,  0.02845127,  0.1778011 ], dtype=float32), array([-1.8987752 , -0.5538249 ,  0.03200729, -0.10577238], dtype=float32), array([-1.9098518 , -0.35917592,  0.02989184, -0.3881878 ], dtype=float32), array([-1.9170352 , -0.16449074,  0.02212809, -0.6712982 ], dtype=float32), array([-1.920325  ,  0.03031671,  0.00870213, -0.9569327 ], dtype=float32), array([-1.9197187 , -0.16492118, -0.01043653, -0.6615286 ], dtype=float32), array([-1.9230171 , -0.35989636, -0.0236671 , -0.37215003], dtype=float32), array([-1.9302151 , -0.16444634, -0.0311101 , -0.67220044], dtype=float32), array([-1.933504  , -0.35912234, -0.04455411, -0.38947263], dtype=float32), array([-1.9406865 , -0.16339727, -0.05234356, -0.6958635 ], dtype=float32), array([-1.9439545 , -0.3577557 , -0.06626084, -0.42010713], dtype=float32), array([-1.9511095 , -0.5518793 , -0.07466298, -0.14902717], dtype=float32), array([-1.9621471 , -0.74585706, -0.07764352,  0.11919836], dtype=float32), array([-1.9770643 , -0.93978566, -0.07525955,  0.38641062], dtype=float32), array([-1.99586   , -1.1337631 , -0.06753134,  0.6544477 ], dtype=float32), array([-2.0185351 , -0.93776906, -0.05444239,  0.34128764], dtype=float32), array([-2.0372906 , -1.1320759 , -0.04761663,  0.61631787], dtype=float32), array([-2.0599322 , -0.93632215, -0.03529028,  0.30902606], dtype=float32), array([-2.0786586 , -1.130924  , -0.02910976,  0.5903739 ], dtype=float32), array([-2.101277  , -0.93540674, -0.01730228,  0.2886653 ], dtype=float32), array([-2.119985  , -1.1302778 , -0.01152897,  0.5758414 ], dtype=float32), array([-2.1425908e+00, -9.3499613e-01, -1.2143732e-05,  2.7954897e-01],
